variant,fbmplut2056,eufdeperfca2108,abs583,lub1314,pbnlat15467,pnkxxiiif204,fsuincquart706a,mbsclm19414,lol490,rsa6519,nbl1183,pbm305,pbnlat14435,mbelat693,eufdeperfca2079,lblcotrollxiv12,pnkiiie5,fub36a,khaw247,lbm445,won363,lblroy14bix,mbsclm16223,CCC83,bsbtheollatfol64,dclbii33,culdd116,pbnlat5101,swltheolphil2122,CodTriv489,vbb342,penmasson71,gflchaa16,lblhar658,pfllewe202,mrmmik6365,kac696,lol390,won364,CCC503,mbm89,dul190,vbapallat1723,fbmplut1511,lbladd14819,whafol70,avr166,pbnlat10431,chltyp216,bwaw796,pfllewe72,mbscgm564,mbsclm8201,vbapallat963,ctcb155,won1548,abs128,nblmar26,mjrgast2037,tburps75iii,won378,fbrricc236,gflchaa4,aux145,mbsclm314,akbwettf9,mbsclm2660,ctcb154,no signature yet,mbsclm14969,pbnlat15637,aux146,msrh193,akbwettf267,mlm4989,vbavatlat1972,mbsclm28173,cmb183,bas4,lubapel1,pbnlat15254,lbladd606281,cma1973,pbnlat297,ccc29,lblcotvitciii,bun762,hubsalix40,pba1234,vbavatlat3782,CCC437,fsugermquart13,whaguelf360helm,culdd812,vbavatlat3783
foliis,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,0,0,1,-,-,-,-,-,-,1,1,-,-,-,-,-
folijs,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-
er slieff und gab,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-
mino,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,1,0,-,-,-,-,-,-,0,0,-,-,-,-,-
ficus,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,1,-,-,-,-,-,-,0,0,-,-,-,-,-
ficuum,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,1,1,-,-,-,-,-
ficum,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-
de,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
paradyso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-
paradiso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
cum ea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
est,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
a domino,1,1,1,1,1,1,-,1,1,1,1,1,1,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,-,-,1,1,1,1,1,1,1,1,1,-,-,1,1,1,1,-,1,1,1,1,1,1,1,1,1
perizomatibus,1,0,0,0,0,0,-,0,0,0,0,0,0,-,0,-,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
tus,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,-,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
de,0,1,1,1,1,1,-,1,0,1,1,1,1,-,1,-,1,1,1,-,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-,1,1,1,1,1,1,1,1,-,1,1,1,1,1,-,1,-,-,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-,1,1,0,0,1,1,1,1,1
parady so,0,0,0,0,0,0,-,0,1,0,0,0,0,-,0,-,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
est,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,-,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,1,1,0,0,0,0,0
paradiso,-,1,1,0,1,1,-,1,-,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,-,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,-,-,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,-,-,0,1,1,-,0,1,1,1,1,1,1,1,1,1,0,-,1,0,-,0,1,1,1,1,1
eictus,-,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,1,0,0,0,0,0
pa,-,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,0,0,0,0
pardiso,-,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,0,0,0,0
paradyso,-,0,0,1,0,0,-,0,-,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,-,-,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,-,-,0,0,0,-,1,0,0,0,0,0,0,0,0,0,1,-,0,1,-,0,0,0,0,0,0
paradisso,-,0,0,0,0,0,-,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,0,0,0,0
para diso,-,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,0,0,0,0
radiso,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,-,-,-
merat,-,-,-,-,-,-,-,0,-,-,1,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,-,-,-
colloquatis,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,1,-,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,-,-,-
colloca,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,0,-,0,-,1,-,-,-,1,0,0,-,-,-,-,-
eiectus,-,-,-,-,-,-,-,0,-,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,1,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,1,-,1,-,0,-,-,-,0,1,1,-,-,-,-,-
collogatis,-,-,-,-,-,-,-,1,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,-,-,-
radyso,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,1,-,-,-,-,0,-,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,-,-,-
et,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,-,-,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,0,-,0,-,-,-,-,-,-,1,1,-,-,-,-,-
post increpationem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,0,-,-,1,-,-,-,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,1,-,-,-,-,-,-,0,0,-,-,-,-,-
collatis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,0,-,-,-,-,-,-,-,-,-,1,-,-,0,-,-,-,-,-,0,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-
collocato,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,1,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-
ante paradisi portam,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,0,1,1,0,0,0,0,0
tis,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,1,-,0,0,0,0,0,0,1,0,0,0,0,-,-,0,0,0,0,0,-,0,0,0,-,0,0,0,1,0,-,0,1,0,0,0,0,0,0,0
cum paradysi portas,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,1,0,-,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
collocatis,1,1,1,1,1,1,-,-,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,0,-,1,1,1,0,-,1,1,1,1,1,1,0,1,1,1,1,-,-,1,1,1,0,1,-,1,1,1,-,1,1,1,0,1,-,1,0,0,0,1,1,1,1,1
che rubin,0,-,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,0,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,0,-,0,-,-,-,-,-,0,-,-,-,1,-,-,-,0,-,0,-,-,-,-,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0,-,0,-,-,-,0
cherubym,0,-,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,0,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,0,-,1,-,-,-,-,-,0,-,-,-,0,-,-,-,0,-,0,-,-,-,-,-,-,1,-,-,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,1,-,-,-,0,-,1,-,-,-,0
in,1,-,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,0,0,-,0,-,-,-,-,-,-,-,-,0,1,0,-,0,-,0,-,-,-,-,-,0,-,-,-,0,-,-,-,0,-,0,-,-,-,-,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,0,-,-,-,0,-,0,-,-,-,0
cheru bin,0,-,1,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,0,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,0,-,0,-,-,-,-,-,0,-,-,-,0,-,-,-,0,-,0,-,-,-,-,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0,-,0,-,-,-,0
cherubyn,0,-,0,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,1,0,0,-,1,-,0,-,-,-,-,-,1,-,-,-,0,-,-,-,1,-,1,-,-,-,-,-,-,0,-,-,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,1,-,0,-,-,-,1
an,0,-,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,0,0,-,0,-,-,-,-,-,-,-,-,0,0,1,-,0,-,0,-,-,-,-,-,0,-,-,-,0,-,-,-,0,-,0,-,-,-,-,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0,-,0,-,-,-,0
aditu,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
frli ecclesia,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-
cherubin,1,1,-,1,1,1,-,1,-,1,1,1,-,1,1,1,1,1,-,-,1,-,1,0,1,1,1,0,1,1,-,0,1,-,-,1,-,0,1,1,1,1,-,1,1,1,-,1,1,1,-,-,-,1,1,1,1,0,1,-,1,1,-,1,-,0,1,1,-,-,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-,-,1,1,-,1,-,1,1,1,-
cherubim,0,0,-,0,0,0,-,0,-,0,0,0,-,0,0,0,0,0,-,-,0,-,0,1,0,0,0,1,0,0,-,1,0,-,-,0,-,1,0,0,0,0,-,0,0,0,-,0,0,0,-,-,-,0,0,0,0,1,0,-,0,0,-,0,-,1,0,0,-,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-,-,0,0,-,0,-,0,0,0,-
et,1,1,1,1,1,0,-,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,1,1,0,1,1,1,1,-,1,1,0,1,1,1,-,1,1,1,0,1,1,1,1,1
cum,0,0,0,0,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,1,0,0,0,0,-,0,0,1,0,0,0,-,0,0,0,1,0,0,0,0,0
a,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
flameo,0,0,1,0,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0
flam meo,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,1,-,0,0,1,-,0,0,0,0,0,0,0,0,0
flammeo,1,1,0,1,1,0,-,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,-,1,-,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,-,-,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,-,-,1,1,1,1,1,1,1,1,1,1,0,-,1,1,0,-,1,1,1,1,1,1,1,1,1
flammimeo,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0
gladi o,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
gla dio,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
gladio,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,-,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1
gladio,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
atque,0,0,0,0,0,0,-,0,0,-,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,0,-,0,0,-,0,0,-,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-
post,1,1,1,1,1,1,-,1,1,-,1,1,1,-,-,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,-,-,1,-,1,1,-,1,1,-,1,1,1,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-
colloca to,0,0,0,0,0,0,-,0,0,-,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,-,0,0,-,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,1,0,-,-,-,-,-
collocato,0,0,0,0,0,0,-,0,0,-,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,-,0,0,-,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,1,-,-,-,-,-
flammeo,0,0,0,0,0,0,-,0,0,-,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,0,-,0,0,-,0,0,-,0,0,0,-,-,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,0,0,-,-,-,-,-
paradisum,0,0,0,0,0,0,-,0,0,-,0,0,0,-,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,-,0,0,-,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-
collocatis,0,0,0,0,0,0,-,0,0,-,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,-,0,0,-,0,0,0,-,-,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-
